Año,Cilindrada,Kilómetros,Marca,Modelo,Placa,Puertas,Tipo de combustible,Unnamed: 0,Versión,precio,url_imagenes
2009.0,,100.000 km,Volkswagen,Jetta,DAI590,4.0,Gasolina,0,TRENLINE,22.000.000,"['https://http2.mlstatic.com/volkswagen-jetta-trenline-D_NQ_NP_711953-MCO32903808331_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trenline-D_NQ_NP_963729-MCO32904172283_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trenline-D_NQ_NP_883568-MCO32903821557_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trenline-D_NQ_NP_991021-MCO32903820544_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trenline-D_NQ_NP_698928-MCO32904172485_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trenline-D_NQ_NP_734205-MCO32903808831_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trenline-D_NQ_NP_734233-MCO32903814603_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trenline-D_NQ_NP_983057-MCO32903808374_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trenline-D_NQ_NP_736866-MCO32903811779_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trenline-D_NQ_NP_839739-MCO32903814591_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trenline-D_NQ_NP_682372-MCO32904179572_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trenline-D_NQ_NP_884718-MCO32904179607_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trenline-D_NQ_NP_701046-MCO32904172256_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trenline-D_NQ_NP_795232-MCO32904179770_112019-F.jpg']"
1998.0,,120.000 km,Renault,Clio,CSG337,5.0,Gasolina,0,MT 1400 AA,8.000.000,"['https://http2.mlstatic.com/renault-clio-mt-1400-aa-D_NQ_NP_799712-MCO32918475174_112019-F.jpg', 'https://http2.mlstatic.com/renault-clio-mt-1400-aa-D_NQ_NP_613301-MCO32918484078_112019-F.jpg', 'https://http2.mlstatic.com/renault-clio-mt-1400-aa-D_NQ_NP_768613-MCO32918475244_112019-F.jpg', 'https://http2.mlstatic.com/renault-clio-mt-1400-aa-D_NQ_NP_977893-MCO32918475273_112019-F.jpg', 'https://http2.mlstatic.com/renault-clio-mt-1400-aa-D_NQ_NP_809605-MCO32918491542_112019-F.jpg', 'https://http2.mlstatic.com/renault-clio-mt-1400-aa-D_NQ_NP_605185-MCO32918477295_112019-F.jpg', 'https://http2.mlstatic.com/renault-clio-mt-1400-aa-D_NQ_NP_966268-MCO32918484453_112019-F.jpg', 'https://http2.mlstatic.com/renault-clio-mt-1400-aa-D_NQ_NP_704975-MCO32918495064_112019-F.jpg', 'https://http2.mlstatic.com/renault-clio-mt-1400-aa-D_NQ_NP_995147-MCO32918475378_112019-F.jpg', 'https://http2.mlstatic.com/renault-clio-mt-1400-aa-D_NQ_NP_927809-MCO32918498067_112019-F.jpg', 'https://http2.mlstatic.com/renault-clio-mt-1400-aa-D_NQ_NP_752223-MCO32918491700_112019-F.jpg', 'https://http2.mlstatic.com/renault-clio-mt-1400-aa-D_NQ_NP_801869-MCO32918485858_112019-F.jpg', 'https://http2.mlstatic.com/renault-clio-mt-1400-aa-D_NQ_NP_863461-MCO32918485895_112019-F.jpg', 'https://http2.mlstatic.com/renault-clio-mt-1400-aa-D_NQ_NP_677370-MCO32918495255_112019-F.jpg']"
1994.0,1500 cc,167.250 km,Honda,Civic,BDQ-959,4.0,Gasolina,0,EL 1500cc,9.500.000,"['https://http2.mlstatic.com/honda-civic-el-1500cc-D_NQ_NP_998431-MCO32947342125_112019-F.jpg', 'https://http2.mlstatic.com/honda-civic-el-1500cc-D_NQ_NP_836963-MCO32947345582_112019-F.jpg', 'https://http2.mlstatic.com/honda-civic-el-1500cc-D_NQ_NP_992486-MCO32947349041_112019-F.jpg', 'https://http2.mlstatic.com/honda-civic-el-1500cc-D_NQ_NP_880558-MCO32947345591_112019-F.jpg', 'https://http2.mlstatic.com/honda-civic-el-1500cc-D_NQ_NP_761534-MCO32947340691_112019-F.jpg', 'https://http2.mlstatic.com/honda-civic-el-1500cc-D_NQ_NP_647582-MCO32947351526_112019-F.jpg', 'https://http2.mlstatic.com/honda-civic-el-1500cc-D_NQ_NP_825598-MCO32947340704_112019-F.jpg', 'https://http2.mlstatic.com/honda-civic-el-1500cc-D_NQ_NP_743843-MCO32947344646_112019-F.jpg']"
2005.0,2500 cc,169.000 km,Chevrolet,Grand Vitara,BOW-219,5.0,Gasolina,0,.,24.500.000,"['https://http2.mlstatic.com/chevrolet-grand-vitara--D_NQ_NP_980053-MCO32869435531_112019-F.jpg', 'https://http2.mlstatic.com/chevrolet-grand-vitara-D_NQ_NP_743107-MCO32869425501_112019-F.jpg', 'https://http2.mlstatic.com/grand-vitara-chevrolet-D_NQ_NP_639468-MCO32869432239_112019-F.jpg', 'https://http2.mlstatic.com/chevrolet-grand-vitara--D_NQ_NP_913564-MCO32869437144_112019-F.jpg', 'https://http2.mlstatic.com/chevrolet-grand-vitara-D_NQ_NP_879528-MCO32869429455_112019-F.jpg', 'https://http2.mlstatic.com/grand-vitara-chevrolet-D_NQ_NP_926448-MCO32869435800_112019-F.jpg', 'https://http2.mlstatic.com/chevrolet-grand-vitara--D_NQ_NP_984260-MCO32869435843_112019-F.jpg', 'https://http2.mlstatic.com/chevrolet-grand-vitara-D_NQ_NP_806763-MCO32869432478_112019-F.jpg', 'https://http2.mlstatic.com/grand-vitara-chevrolet-D_NQ_NP_818456-MCO32869548103_112019-F.jpg', 'https://http2.mlstatic.com/chevrolet-grand-vitara--D_NQ_NP_737142-MCO32869549112_112019-F.jpg', 'https://http2.mlstatic.com/chevrolet-grand-vitara-D_NQ_NP_842431-MCO32869537962_112019-F.jpg', 'https://http2.mlstatic.com/grand-vitara-chevrolet-D_NQ_NP_743346-MCO32869553531_112019-F.jpg', 'https://http2.mlstatic.com/chevrolet-grand-vitara--D_NQ_NP_982519-MCO32869554073_112019-F.jpg']"
2015.0,,93.000 km,Nissan,Qashqai,UER 276,5.0,Gasolina,0,Advance automática,51.000.000,"['https://http2.mlstatic.com/nissan-qashqai-advance-automatica-D_NQ_NP_662811-MCO32432180664_102019-F.jpg', 'https://http2.mlstatic.com/nissan-qashqai-advance-automatica-D_NQ_NP_628229-MCO32432201504_102019-F.jpg', 'https://http2.mlstatic.com/nissan-qashqai-advance-automatica-D_NQ_NP_961050-MCO32432201507_102019-F.jpg', 'https://http2.mlstatic.com/nissan-qashqai-advance-automatica-D_NQ_NP_681222-MCO32432180668_102019-F.jpg', 'https://http2.mlstatic.com/nissan-qashqai-advance-automatica-D_NQ_NP_923175-MCO32432201514_102019-F.jpg', 'https://http2.mlstatic.com/nissan-qashqai-advance-automatica-D_NQ_NP_686021-MCO32432201013_102019-F.jpg', 'https://http2.mlstatic.com/nissan-qashqai-advance-automatica-D_NQ_NP_766912-MCO32432180681_102019-F.jpg']"
2017.0,1600 cc,74.900 km,Renault,Logan,DNS-120,4.0,Gasolina y gas,0,Authentique mt 1600,25.000.000,"['https://http2.mlstatic.com/renault-logan-authentique-mt-1600-D_NQ_NP_727049-MCO32316661073_092019-F.jpg', 'https://http2.mlstatic.com/renault-logan-authentique-mt-1600-D_NQ_NP_877279-MCO32316661562_092019-F.jpg', 'https://http2.mlstatic.com/renault-logan-authentique-mt-1600-D_NQ_NP_903043-MCO32316665521_092019-F.jpg', 'https://http2.mlstatic.com/renault-logan-authentique-mt-1600-D_NQ_NP_759099-MCO32316660090_092019-F.jpg', 'https://http2.mlstatic.com/renault-logan-authentique-mt-1600-D_NQ_NP_960449-MCO32316648277_092019-F.jpg', 'https://http2.mlstatic.com/renault-logan-authentique-mt-1600-D_NQ_NP_967648-MCO32316644404_092019-F.jpg', 'https://http2.mlstatic.com/renault-logan-authentique-mt-1600-D_NQ_NP_613783-MCO32316644409_092019-F.jpg', 'https://http2.mlstatic.com/renault-logan-authentique-mt-1600-D_NQ_NP_878088-MCO32316661583_092019-F.jpg', 'https://http2.mlstatic.com/renault-logan-authentique-mt-1600-D_NQ_NP_671342-MCO32316664069_092019-F.jpg', 'https://http2.mlstatic.com/renault-logan-authentique-mt-1600-D_NQ_NP_963002-MCO32316661589_092019-F.jpg', 'https://http2.mlstatic.com/renault-logan-authentique-mt-1600-D_NQ_NP_656784-MCO32316654218_092019-F.jpg', 'https://http2.mlstatic.com/renault-logan-authentique-mt-1600-D_NQ_NP_923351-MCO32316641454_092019-F.jpg', 'https://http2.mlstatic.com/renault-logan-authentique-mt-1600-D_NQ_NP_802338-MCO32316639978_092019-F.jpg', 'https://http2.mlstatic.com/renault-logan-authentique-mt-1600-D_NQ_NP_919110-MCO32316658661_092019-F.jpg']"
2010.0,1600 cc,97.300 km,Renault,Sandero,Xxx7,5.0,Gasolina,0,DINAMIC,19.990.000,"['https://http2.mlstatic.com/renault-sandero-D_NQ_NP_604831-MCO32830583975_112019-F.jpg', 'https://http2.mlstatic.com/renault-sandero-D_NQ_NP_700644-MCO32830592059_112019-F.jpg', 'https://http2.mlstatic.com/renault-sandero-D_NQ_NP_759236-MCO32830583980_112019-F.jpg', 'https://http2.mlstatic.com/renault-sandero-D_NQ_NP_605862-MCO32830591075_112019-F.jpg', 'https://http2.mlstatic.com/renault-sandero-D_NQ_NP_806079-MCO32830591077_112019-F.jpg', 'https://http2.mlstatic.com/renault-sandero-D_NQ_NP_736025-MCO32830593514_112019-F.jpg', 'https://http2.mlstatic.com/renault-sandero-D_NQ_NP_975542-MCO32830591082_112019-F.jpg', 'https://http2.mlstatic.com/renault-sandero-D_NQ_NP_604274-MCO32830591090_112019-F.jpg', 'https://http2.mlstatic.com/renault-sandero-D_NQ_NP_999687-MCO32830583998_112019-F.jpg', 'https://http2.mlstatic.com/renault-sandero-D_NQ_NP_628477-MCO32830593527_112019-F.jpg', 'https://http2.mlstatic.com/renault-sandero-D_NQ_NP_917060-MCO32830592087_112019-F.jpg', 'https://http2.mlstatic.com/renault-sandero-D_NQ_NP_650249-MCO32830593530_112019-F.jpg']"
2013.0,,82.500 km,Nissan,Sentra,MKV-533,4.0,Gasolina,0,.,26.500.000,"['https://http2.mlstatic.com/nissan-sentra--D_NQ_NP_962262-MCO32835805680_112019-F.jpg', 'https://http2.mlstatic.com/nissan-sentra--D_NQ_NP_896691-MCO32835805216_112019-F.jpg', 'https://http2.mlstatic.com/nissan-sentra--D_NQ_NP_635240-MCO32835801406_112019-F.jpg', 'https://http2.mlstatic.com/nissan-sentra--D_NQ_NP_979677-MCO32835809511_112019-F.jpg', 'https://http2.mlstatic.com/nissan-sentra--D_NQ_NP_622767-MCO32835805231_112019-F.jpg', 'https://http2.mlstatic.com/nissan-sentra--D_NQ_NP_901540-MCO32835805705_112019-F.jpg', 'https://http2.mlstatic.com/nissan-sentra--D_NQ_NP_723260-MCO32835809525_112019-F.jpg', 'https://http2.mlstatic.com/nissan-sentra--D_NQ_NP_761421-MCO32835801430_112019-F.jpg', 'https://http2.mlstatic.com/nissan-sentra--D_NQ_NP_655820-MCO32835826238_112019-F.jpg', 'https://http2.mlstatic.com/nissan-sentra--D_NQ_NP_785946-MCO32835823846_112019-F.jpg', 'https://http2.mlstatic.com/nissan-sentra--D_NQ_NP_617593-MCO32835821964_112019-F.jpg', 'https://http2.mlstatic.com/nissan-sentra--D_NQ_NP_704042-MCO32835821969_112019-F.jpg', 'https://http2.mlstatic.com/nissan-sentra--D_NQ_NP_901502-MCO32835826262_112019-F.jpg']"
2013.0,2000 cc,75.000 km,Land Rover,Range Rover,HTO096,4.0,Gasolina,0,Range Rover evoque,82.500.000,"['https://http2.mlstatic.com/land-rover-range-rover-evoque-2013-D_NQ_NP_667768-MCO32353457787_092019-F.jpg', 'https://http2.mlstatic.com/land-rover-range-rover-D_NQ_NP_629289-MCO32353459287_092019-F.jpg', 'https://http2.mlstatic.com/range-rover-land-rover-D_NQ_NP_919620-MCO32353492093_092019-F.jpg', 'https://http2.mlstatic.com/land-rover-range-rover-evoque-2013-D_NQ_NP_997879-MCO32353520502_092019-F.jpg', 'https://http2.mlstatic.com/land-rover-range-rover-D_NQ_NP_904692-MCO32353566733_092019-F.jpg', 'https://http2.mlstatic.com/range-rover-land-rover-D_NQ_NP_741473-MCO32353583075_092019-F.jpg', 'https://http2.mlstatic.com/land-rover-range-rover-evoque-2013-D_NQ_NP_795680-MCO32353561859_092019-F.jpg']"
2013.0,1200 cc,92.000 km,Chery,Yo-yo,TTP064,4.0,Gasolina,0,FULL EQUIPO 1.2 mec,18.500.000,"['https://http2.mlstatic.com/chery-yoyo-full-equipo-12-mec-D_NQ_NP_957843-MCO32872116300_112019-F.jpg', 'https://http2.mlstatic.com/chery-yoyo-full-equipo-12-mec-D_NQ_NP_686216-MCO32872109432_112019-F.jpg', 'https://http2.mlstatic.com/chery-yoyo-full-equipo-12-mec-D_NQ_NP_616990-MCO32872113352_112019-F.jpg', 'https://http2.mlstatic.com/chery-yoyo-full-equipo-12-mec-D_NQ_NP_775242-MCO32872112367_112019-F.jpg', 'https://http2.mlstatic.com/chery-yoyo-full-equipo-12-mec-D_NQ_NP_907805-MCO32872109443_112019-F.jpg', 'https://http2.mlstatic.com/chery-yoyo-full-equipo-12-mec-D_NQ_NP_810518-MCO32872108926_112019-F.jpg', 'https://http2.mlstatic.com/chery-yoyo-full-equipo-12-mec-D_NQ_NP_632839-MCO32872116817_112019-F.jpg', 'https://http2.mlstatic.com/chery-yoyo-full-equipo-12-mec-D_NQ_NP_697751-MCO32872109460_112019-F.jpg', 'https://http2.mlstatic.com/chery-yoyo-full-equipo-12-mec-D_NQ_NP_955297-MCO32872107480_112019-F.jpg', 'https://http2.mlstatic.com/chery-yoyo-full-equipo-12-mec-D_NQ_NP_808351-MCO32872116342_112019-F.jpg', 'https://http2.mlstatic.com/chery-yoyo-full-equipo-12-mec-D_NQ_NP_644599-MCO32872116344_112019-F.jpg', 'https://http2.mlstatic.com/chery-yoyo-full-equipo-12-mec-D_NQ_NP_920886-MCO32872118331_112019-F.jpg', 'https://http2.mlstatic.com/chery-yoyo-full-equipo-12-mec-D_NQ_NP_627347-MCO32872115856_112019-F.jpg', 'https://http2.mlstatic.com/chery-yoyo-full-equipo-12-mec-D_NQ_NP_620071-MCO32872118346_112019-F.jpg']"
2020.0,,0 km,Kia,Picanto,,5.0,Gasolina,0,Emotion 2020,34.690.000,"['https://http2.mlstatic.com/kia-picanto-2020-con-aire-D_NQ_NP_784137-MCO32122571473_092019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-2020-con-aire-D_NQ_NP_652495-MCO30434243556_052019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-2020-con-aire-D_NQ_NP_891218-MCO30434232634_052019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-2020-con-aire-D_NQ_NP_889189-MCO30434233616_052019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-2020-con-aire-D_NQ_NP_659610-MCO30434178296_052019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-2020-con-aire-D_NQ_NP_889337-MCO30434187251_052019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-2020-con-aire-D_NQ_NP_962768-MCO30434236120_052019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-2020-con-aire-D_NQ_NP_844242-MCO30434246064_052019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-2020-con-aire-D_NQ_NP_898106-MCO30434232643_052019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-2020-con-aire-D_NQ_NP_705090-MCO30722233325_052019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-2020-con-aire-D_NQ_NP_903326-MCO30722232836_052019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-2020-con-aire-D_NQ_NP_914947-MCO30722217935_052019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-2020-con-aire-D_NQ_NP_606877-MCO30722258073_052019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-2020-con-aire-D_NQ_NP_852925-MCO30722238317_052019-F.jpg']"
2008.0,2500 cc,151.000 km,Volkswagen,Touareg,CXQ322,5.0,Diésel,0,4x4,39.500.000,"['https://http2.mlstatic.com/volkswagen-touareg-4x4-2008-D_NQ_NP_756859-MCO32779831463_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-touareg-4x4-2008-D_NQ_NP_867321-MCO32779856017_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-touareg-4x4-2008-D_NQ_NP_970770-MCO32779831493_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-touareg-4x4-2008-D_NQ_NP_945244-MCO32779856034_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-touareg-4x4-2008-D_NQ_NP_795666-MCO32779856563_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-touareg-4x4-2008-D_NQ_NP_890351-MCO32779856061_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-touareg-4x4-2008-D_NQ_NP_800237-MCO32779844774_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-touareg-4x4-2008-D_NQ_NP_770932-MCO32779843284_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-touareg-4x4-2008-D_NQ_NP_859263-MCO32779843289_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-touareg-4x4-2008-D_NQ_NP_745377-MCO32779856083_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-touareg-4x4-2008-D_NQ_NP_933974-MCO32779854106_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-touareg-4x4-2008-D_NQ_NP_826512-MCO32779835924_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-touareg-4x4-2008-D_NQ_NP_650340-MCO32779854111_112019-F.jpg']"
2013.0,3500 cc,45.636 km,Ford,Explorer,MST,5.0,Gasolina,0,limited,64.000.000,"['https://http2.mlstatic.com/ford-explorer-limited-2013-D_NQ_NP_982673-MCO32893359326_112019-F.jpg', 'https://http2.mlstatic.com/ford-explorer-limited-2013-D_NQ_NP_607482-MCO32893365718_112019-F.jpg', 'https://http2.mlstatic.com/ford-explorer-limited-2013-D_NQ_NP_749094-MCO32893383693_112019-F.jpg', 'https://http2.mlstatic.com/ford-explorer-limited-2013-D_NQ_NP_828182-MCO32893378304_112019-F.jpg', 'https://http2.mlstatic.com/ford-explorer-limited-2013-D_NQ_NP_794428-MCO32893370991_112019-F.jpg', 'https://http2.mlstatic.com/ford-explorer-limited-2013-D_NQ_NP_875869-MCO32893385704_112019-F.jpg', 'https://http2.mlstatic.com/ford-explorer-limited-2013-D_NQ_NP_947144-MCO32893394538_112019-F.jpg']"
2018.0,,57.000 km,Kia,Picanto,xxxxx,4.0,Gasolina,0,ALL NEW,28.000.000,"['https://http2.mlstatic.com/kia-picanto-all-new-D_NQ_NP_972246-MCO32947692865_112019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-all-new-D_NQ_NP_714830-MCO32947681496_112019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-all-new-D_NQ_NP_670519-MCO32947706052_112019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-all-new-D_NQ_NP_807702-MCO32947707516_112019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-all-new-D_NQ_NP_815184-MCO32947682975_112019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-all-new-D_NQ_NP_857256-MCO32947681494_112019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-all-new-D_NQ_NP_615685-MCO32947683946_112019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-all-new-D_NQ_NP_905803-MCO32947712585_112019-F.jpg']"
2011.0,1200 cc,80.000 km,Renault,Twingo,RDW-266,3.0,Gasolina,0,Access 1200 CC,13.900.000,"['https://http2.mlstatic.com/renault-twingo-access-1200-cc-D_NQ_NP_887762-MCO32869155864_112019-F.jpg', 'https://http2.mlstatic.com/renault-twingo-access-1200-cc-D_NQ_NP_606171-MCO32869162163_112019-F.jpg', 'https://http2.mlstatic.com/renault-twingo-access-1200-cc-D_NQ_NP_955212-MCO32869155365_112019-F.jpg', 'https://http2.mlstatic.com/renault-twingo-access-1200-cc-D_NQ_NP_646610-MCO32869164619_112019-F.jpg', 'https://http2.mlstatic.com/renault-twingo-access-1200-cc-D_NQ_NP_608386-MCO32869155383_112019-F.jpg', 'https://http2.mlstatic.com/renault-twingo-access-1200-cc-D_NQ_NP_958459-MCO32869162195_112019-F.jpg', 'https://http2.mlstatic.com/renault-twingo-access-1200-cc-D_NQ_NP_846431-MCO32869163179_112019-F.jpg', 'https://http2.mlstatic.com/renault-twingo-access-1200-cc-D_NQ_NP_825127-MCO32869165139_112019-F.jpg', 'https://http2.mlstatic.com/renault-twingo-access-1200-cc-D_NQ_NP_850660-MCO32869165153_112019-F.jpg']"
2013.0,,76.500 km,Volkswagen,Jetta,NCL-866,5.0,Gasolina,0,TRENDLINE TP 2000,33.000.000,"['https://http2.mlstatic.com/volkswagen-jetta-trendline-tp-2000-D_NQ_NP_740000-MCO32903546560_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trendline-tp-2000-D_NQ_NP_987054-MCO32903527822_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trendline-tp-2000-D_NQ_NP_824498-MCO32903543635_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trendline-tp-2000-D_NQ_NP_934657-MCO32903543665_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trendline-tp-2000-D_NQ_NP_963691-MCO32903543687_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trendline-tp-2000-D_NQ_NP_753383-MCO32903701614_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trendline-tp-2000-D_NQ_NP_886117-MCO32903705033_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trendline-tp-2000-D_NQ_NP_686801-MCO32903534354_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trendline-tp-2000-D_NQ_NP_909726-MCO32903543785_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trendline-tp-2000-D_NQ_NP_682868-MCO32903694488_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trendline-tp-2000-D_NQ_NP_812111-MCO32903694501_112019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-trendline-tp-2000-D_NQ_NP_959706-MCO32903534482_112019-F.jpg']"
2016.0,2.5 cc,33.000 km,Volkswagen,Jetta,IVN316,4.0,Gasolina,0,2.5,50.000.000,"['https://http2.mlstatic.com/volkswagen-jetta-comfortline-permuta-D_NQ_NP_768460-MCO31324261642_072019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-comfortline-permuta-D_NQ_NP_793672-MCO31324256190_072019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-comfortline-permuta-D_NQ_NP_699856-MCO31324250255_072019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-comfortline-permuta-D_NQ_NP_788590-MCO31324262653_072019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-comfortline-permuta-D_NQ_NP_783139-MCO31324251720_072019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-comfortline-permuta-D_NQ_NP_715247-MCO31324218965_072019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-comfortline-permuta-D_NQ_NP_852907-MCO31324264123_072019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-comfortline-permuta-D_NQ_NP_761063-MCO31324251732_072019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-comfortline-permuta-D_NQ_NP_989312-MCO31324256213_072019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-comfortline-permuta-D_NQ_NP_719440-MCO31324250279_072019-F.jpg', 'https://http2.mlstatic.com/volkswagen-jetta-comfortline-permuta-D_NQ_NP_684441-MCO31324250281_072019-F.jpg']"
2018.0,,0 km,Ford,F-150,,4.0,Gasolina,0,F150 Laria,177.990.000,"['https://http2.mlstatic.com/f150-lariat-av68-ac-D_NQ_NP_763331-MLA29095123315_012019-F.jpg', 'https://http2.mlstatic.com/f150-lariat-av68-ac-D_NQ_NP_941753-MCO28958814667_122018-F.jpg', 'https://http2.mlstatic.com/f150-lariat-av68-ac-D_NQ_NP_898231-MCO28958782376_122018-F.jpg', 'https://http2.mlstatic.com/f150-lariat-av68-ac-D_NQ_NP_926274-MCO28958817159_122018-F.jpg', 'https://http2.mlstatic.com/f150-lariat-av68-ac-D_NQ_NP_651780-MCO28958791340_122018-F.jpg', 'https://http2.mlstatic.com/f150-lariat-av68-ac-D_NQ_NP_697626-MCO28403242339_102018-F.jpg', 'https://http2.mlstatic.com/f150-lariat-av68-ac-D_NQ_NP_818210-MCO28403259695_102018-F.jpg', 'https://http2.mlstatic.com/f150-lariat-av68-ac-D_NQ_NP_764017-MCO28403280546_102018-F.jpg', 'https://http2.mlstatic.com/f150-lariat-av68-ac-D_NQ_NP_644524-MCO28403228963_102018-F.jpg', 'https://http2.mlstatic.com/f150-lariat-av68-ac-D_NQ_NP_881502-MCO28403286514_102018-F.jpg', 'https://http2.mlstatic.com/f150-lariat-av68-ac-D_NQ_NP_669473-MCO28403260216_102018-F.jpg', 'https://http2.mlstatic.com/f150-lariat-av68-ac-D_NQ_NP_767855-MCO28403252293_102018-F.jpg']"
2013.0,,99.000 km,Kia,Picanto,MKP-586,5.0,Gasolina,0,Ion Extreme 1250cc AT AA,21.900.000,"['https://http2.mlstatic.com/kia-picanto-ion-extreme-1250cc-at-aa-D_NQ_NP_776897-MCO32929484700_112019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-ion-D_NQ_NP_692634-MCO32929482299_112019-F.jpg', 'https://http2.mlstatic.com/picanto-ion-kia-D_NQ_NP_889627-MCO32929533687_112019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-ion-extreme-1250cc-at-aa-D_NQ_NP_919447-MCO32929484741_112019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-ion-D_NQ_NP_725717-MCO32929536627_112019-F.jpg', 'https://http2.mlstatic.com/picanto-ion-kia-D_NQ_NP_871858-MCO32929487712_112019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-ion-extreme-1250cc-at-aa-D_NQ_NP_638557-MCO32929543546_112019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-ion-D_NQ_NP_880135-MCO32929524967_112019-F.jpg', 'https://http2.mlstatic.com/picanto-ion-kia-D_NQ_NP_829997-MCO32929483804_112019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-ion-extreme-1250cc-at-aa-D_NQ_NP_789910-MCO32929484814_112019-F.jpg', 'https://http2.mlstatic.com/kia-picanto-ion-D_NQ_NP_975082-MCO32929486270_112019-F.jpg', 'https://http2.mlstatic.com/picanto-ion-kia-D_NQ_NP_905622-MCO32929487297_112019-F.jpg']"
